News Organization,Tweet Text,Positive Sentiment,Negative Sentiment,Neutral Sentiment,Compound Sentiment,Time of Tweet
BBCWorld,Spy poisoning: Russia expels more UK diplomats https://t.co/VuszYDdPxl,0.0,0.516,0.484,-0.7506,2018-03-31 10:05:53+00:00
FoxNews,U.N. Holds Emergency Meeting on Gaza Clashes https://t.co/yAfMAjwqwV https://t.co/yY8WTZbMHF,0.0,0.245,0.755,-0.3818,2018-03-31 10:14:43+00:00
nytimes,"RT @NYTMetro: The nanny who killed two children on the Upper West Side believed she was acting on a command from the Devil, a psychiatrist…",0.0,0.298,0.702,-0.872,2018-03-31 10:19:02+00:00
FoxNews,Ronald D. Vitello: “There’s wall under construction right now… We have plans for much more.” https://t.co/NpU7SOkSv4,0.0,0.0,1.0,0.0,2018-03-31 10:20:53+00:00
nytimes,Carry On: What Tyra Banks Can’t Travel Without https://t.co/MXeShXsksT,0.0,0.0,1.0,0.0,2018-03-31 10:21:34+00:00
CNN,"President Trump designates April as ""Second Chance Month"" for people with criminal records https://t.co/G3fkyyrVkq https://t.co/oU4lP9Wbfc",0.109,0.185,0.707,-0.34,2018-03-31 10:31:03+00:00
nytimes,"Citing Trump’s ""overtly bigoted statements,"" a federal judge ruled that a lawsuit to preserve the DACA program coul… https://t.co/sqCZD9i8Mw",0.0,0.106,0.894,-0.2263,2018-03-31 10:38:46+00:00
BBCWorld,Tesla in fatal California crash was in Autopilot https://t.co/AJd2tl4clO,0.0,0.47,0.53,-0.7351,2018-03-31 10:40:54+00:00
BBCWorld,Tesla in fatal California crash was in Autopilot https://t.co/AJd2tl4clO,0.0,0.47,0.53,-0.7351,2018-03-31 10:40:54+00:00
FoxNews,.@RealCandaceO: “Hillary lost because she keeps insulting Americans and her solution to that is to keep insulting A… https://t.co/EPtgUEQvlg,0.088,0.335,0.577,-0.7506,2018-03-31 10:42:17+00:00
FoxNews,"Jury 'convinced' Noor Salman knew of Pulse nightclub attack, but had 'no option' but to acquit, foreman says https://t.co/TpkwDhyRnw",0.095,0.21,0.694,-0.3919,2018-03-31 10:50:59+00:00
nytimes,The story of one White House dinner shows how the National Enquirer's publisher has used President Trump's friendsh… https://t.co/j1OZfxKUut,0.0,0.0,1.0,0.0,2018-03-31 10:55:29+00:00
CNN,The Utah Jazz's home arena has a sensory-inclusive space for fans with autism spectrum disorder and other intellect… https://t.co/75nNGt4jZl,0.0,0.137,0.863,-0.4019,2018-03-31 11:01:03+00:00
CNN,The Utah Jazz's home arena has a sensory-inclusive space for fans with autism spectrum disorder and other intellect… https://t.co/75nNGt4jZl,0.0,0.137,0.863,-0.4019,2018-03-31 11:01:03+00:00
FoxNews,"'Roseanne' revival scores renewal at ABC, report says https://t.co/qClDpNbAeb",0.0,0.0,1.0,0.0,2018-03-31 11:05:42+00:00
nytimes,"In case your heart is true, here's how to be a pal and a confidant https://t.co/Tz1wHLO2tR",0.177,0.0,0.823,0.4215,2018-03-31 11:13:05+00:00
FoxNews,Census citizenship question sparks firestorm of protest https://t.co/ugStcebFWU,0.0,0.222,0.778,-0.25,2018-03-31 11:21:49+00:00
FoxNews,California homeowner says she won't sell to Trump supporters: report https://t.co/tCpqfWLazC,0.225,0.0,0.775,0.4404,2018-03-31 11:24:51+00:00
nytimes,RT @NYTSports: The Dubai World Cup started racing on a camel track. Now it's the world's richest day of horse racing. https://t.co/bmfvOEla…,0.145,0.0,0.855,0.5267,2018-03-31 11:30:31+00:00
CNN,"Here's how Michael Brown celebrated his acceptance to Stanford. The 17-year-old from Houston, Texas, applied to 20… https://t.co/3cDsmQDGkc",0.295,0.0,0.705,0.7717,2018-03-31 11:31:00+00:00
CNN,"Here's how Michael Brown celebrated his acceptance to Stanford. The 17-year-old from Houston, Texas, applied to 20… https://t.co/3cDsmQDGkc",0.295,0.0,0.705,0.7717,2018-03-31 11:31:00+00:00
FoxNews,Wu-Tang Clan is launching a vodka https://t.co/y1W0QBxklL,0.0,0.0,1.0,0.0,2018-03-31 11:32:06+00:00
FoxNews,A little girl celebrated finishing up two and a half years of chemotherapy treatment by ringing a special bell crea… https://t.co/BtjHYqnjSH,0.277,0.0,0.723,0.7287,2018-03-31 11:38:16+00:00
FoxNews,"President @realDonaldTrump delivers Passover, Easter message https://t.co/qw7zkDgvp1",0.0,0.0,1.0,0.0,2018-03-31 11:41:33+00:00
FoxNews,"Malala returns to Pakistan hometown for first time since being shot in 2012, says it's 'happiest day of my life' https://t.co/WbrdvGxuFP",0.174,0.0,0.826,0.6369,2018-03-31 11:45:33+00:00
nytimes,"A martyr for Korean independence, Yu Gwan-sun died at 17 and went on to become a national hero… https://t.co/DgJMIUTDSd",0.0,0.184,0.816,-0.5574,2018-03-31 11:47:59+00:00
FoxNews,Man live-tweets riveting story of co-worker's stolen lunch https://t.co/s1IxaNsGWd,0.0,0.286,0.714,-0.4939,2018-03-31 11:53:42+00:00
FoxNews,Texas restaurant donates Friday profits to family of teen killed in hit-and-run: 'She had a heart of gold' https://t.co/NL8LYWtJkK,0.124,0.192,0.684,-0.3818,2018-03-31 11:57:41+00:00
CNN,Ethan Sonneborn is 13 and he's running to be the next governor of Vermont https://t.co/650JWWGetD https://t.co/aaBGheaDrO,0.0,0.0,1.0,0.0,2018-03-31 12:01:02+00:00
CNN,Ethan Sonneborn is 13 and he's running to be the next governor of Vermont https://t.co/650JWWGetD https://t.co/aaBGheaDrO,0.0,0.0,1.0,0.0,2018-03-31 12:01:02+00:00
FoxNews,"Six MS-13 members facing murder, conspiracy charges, authorities say https://t.co/dVlcZLukdv",0.0,0.593,0.407,-0.8807,2018-03-31 12:02:56+00:00
nytimes,RT @nytimesmusic: Can North Korea handle a K-pop invasion? https://t.co/F2zKcnxqQK https://t.co/6q7DdCC7RZ,0.0,0.0,1.0,0.0,2018-03-31 12:05:44+00:00
BBCWorld,Office lunch theft: the internet reacts https://t.co/9OHdHiqYrs,0.0,0.0,1.0,0.0,2018-03-31 12:06:03+00:00
BBCWorld,Office lunch theft: the internet reacts https://t.co/9OHdHiqYrs,0.0,0.0,1.0,0.0,2018-03-31 12:06:03+00:00
FoxNews,"Two boys tried to steal pizza delivery car but could not drive stick, cops say https://t.co/gJ0MQYHDXV",0.0,0.123,0.877,-0.2732,2018-03-31 12:10:22+00:00
FoxNews,"Trump freezing Syria funds in signal of US pullback, report says https://t.co/n1eJDQHeBY https://t.co/L5G64DExec",0.0,0.104,0.896,-0.1027,2018-03-31 12:15:12+00:00
FoxNews,"PURE JOY: A wheelchair swing was recently installed in a Fort Smith, Arkansas, park, and this young boy's reaction… https://t.co/7Ny3ubzH6O",0.211,0.0,0.789,0.6739,2018-03-31 12:18:31+00:00
nytimes,11 of Our Best Weekend Reads https://t.co/RHkjZ1rHnD,0.412,0.0,0.588,0.6369,2018-03-31 12:22:08+00:00
FoxNews,Peggy Grande: “We see a president who is unafraid to make change and that’s what he’s doing. Ronald Reagan did the… https://t.co/vGwtFKd8h6,0.0,0.0,1.0,0.0,2018-03-31 12:22:18+00:00
BBCWorld,"David Warner apologises for his part in the ball-tampering scandal and says he has a ""tiny ray of hope"" he might pl… https://t.co/nK6g1EFbsf",0.177,0.109,0.714,0.2023,2018-03-31 12:22:34+00:00
BBCWorld,"David Warner apologises for his part in the ball-tampering scandal and says he has a ""tiny ray of hope"" he might pl… https://t.co/nK6g1EFbsf",0.177,0.109,0.714,0.2023,2018-03-31 12:22:34+00:00
CNN,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/NKqMu29Feb",0.217,0.114,0.669,0.3818,2018-03-31 12:31:03+00:00
CNN,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/NKqMu29Feb",0.217,0.114,0.669,0.3818,2018-03-31 12:31:03+00:00
FoxNews,Woman gets 5 years for illegally voting in 2016 presidential election https://t.co/96eyVkd2Wf,0.0,0.0,1.0,0.0,2018-03-31 12:41:55+00:00
nytimes,5 cheap(ish) things to help you become a better baker https://t.co/Vk5ggSbMyE,0.444,0.0,0.556,0.6808,2018-03-31 12:43:02+00:00
nytimes,5 cheap(ish) things to help you become a better baker https://t.co/Vk5ggSbMyE,0.444,0.0,0.556,0.6808,2018-03-31 12:43:02+00:00
BBCWorld,"""I'm just so happy to be home""

@Malala on her return to Pakistan for the first time since being shot by Taliban mi… https://t.co/cMcD8TUnuQ",0.171,0.0,0.829,0.6948,2018-03-31 12:45:02+00:00
BBCWorld,"""I'm just so happy to be home""

@Malala on her return to Pakistan for the first time since being shot by Taliban mi… https://t.co/cMcD8TUnuQ",0.171,0.0,0.829,0.6948,2018-03-31 12:45:02+00:00
FoxNews,.@dbongino: “You should thank the lord every single day. You not only live in America but you live in America right… https://t.co/gWxCq38sDq,0.077,0.0,0.923,0.1901,2018-03-31 12:52:14+00:00
BBCWorld,Indian lowest-caste Dalit man killed 'for owning horse' https://t.co/kUtVnFkcFK,0.0,0.36,0.64,-0.6705,2018-03-31 12:53:38+00:00
BBCWorld,Indian lowest-caste Dalit man killed 'for owning horse' https://t.co/kUtVnFkcFK,0.0,0.36,0.64,-0.6705,2018-03-31 12:53:38+00:00
FoxNews,Army considers tougher basic training https://t.co/L5vvCo0ill,0.254,0.0,0.746,0.1779,2018-03-31 12:55:49+00:00
FoxNews,.@realDonaldTrump Answers Boy Seeking Kidney for Father: 'You're a Brave Young Man With a Big Heart' https://t.co/gmrYeH1v2x,0.195,0.0,0.805,0.5267,2018-03-31 12:59:37+00:00
CNN,"About 2.5% of people who went to the doctor in the week ending March 24 had flu-like symptoms, the CDC says https://t.co/0QDB4nkM4I",0.0,0.0,1.0,0.0,2018-03-31 13:01:05+00:00
CNN,"About 2.5% of people who went to the doctor in the week ending March 24 had flu-like symptoms, the CDC says https://t.co/0QDB4nkM4I",0.0,0.0,1.0,0.0,2018-03-31 13:01:05+00:00
nytimes,"The music that caught our critics’ attention this week, including Cardi B's newest track https://t.co/GblXoLmkKV",0.0,0.0,1.0,0.0,2018-03-31 13:01:58+00:00
nytimes,"The music that caught our critics’ attention this week, including Cardi B's newest track https://t.co/GblXoLmkKV",0.0,0.0,1.0,0.0,2018-03-31 13:01:58+00:00
FoxNews,Harvard scrubs 'Puritans' from alma mater because it is not 'inclusive' https://t.co/SmlcqGbRAT,0.0,0.0,1.0,0.0,2018-03-31 13:02:20+00:00
nytimes,"Your Money: A Student Loan Fix for a Teacher, and Many Other Public Servants https://t.co/FEuSrUcNBc",0.0,0.0,1.0,0.0,2018-03-31 13:17:40+00:00
nytimes,"Your Money: A Student Loan Fix for a Teacher, and Many Other Public Servants https://t.co/FEuSrUcNBc",0.0,0.0,1.0,0.0,2018-03-31 13:17:40+00:00
FoxNews,.@THEHermanCain: “[@realDonaldTrump’s] policies are helping the entire country.” https://t.co/Q1gTMr4ptP,0.216,0.0,0.784,0.296,2018-03-31 13:22:43+00:00
FoxNews,.@THEHermanCain: “Amazon should be left alone and let the market determine their fate.” https://t.co/TudlPPFMGE,0.0,0.133,0.867,-0.25,2018-03-31 13:24:09+00:00
BBCWorld,There's a good reason why this woman was asked to play the flute during brain surgery 🧠 https://t.co/5SjPgUBZ77,0.275,0.0,0.725,0.6486,2018-03-31 13:25:22+00:00
BBCWorld,There's a good reason why this woman was asked to play the flute during brain surgery 🧠 https://t.co/5SjPgUBZ77,0.275,0.0,0.725,0.6486,2018-03-31 13:25:22+00:00
FoxNews,Pippa Middleton's father-in-law arrested and charged with raping a child in 1990s https://t.co/dgH1580iMX,0.0,0.519,0.481,-0.8658,2018-03-31 13:27:40+00:00
CNN,Do you dream of escaping to the country and running your own bookstore? There's an Airbnb for that… https://t.co/zZBoaLyoHr,0.158,0.0,0.842,0.296,2018-03-31 13:31:03+00:00
CNN,Do you dream of escaping to the country and running your own bookstore? There's an Airbnb for that… https://t.co/zZBoaLyoHr,0.158,0.0,0.842,0.296,2018-03-31 13:31:03+00:00
nytimes,"RT @nytimesarts: Tina Fey on how to make a ""Mean Girls"" musical: ""Embracing nerdery"" is ""the core of the story"" https://t.co/p3RSfYOJdT",0.0,0.0,1.0,0.0,2018-03-31 13:36:17+00:00
nytimes,"RT @nytimesarts: Tina Fey on how to make a ""Mean Girls"" musical: ""Embracing nerdery"" is ""the core of the story"" https://t.co/p3RSfYOJdT",0.0,0.0,1.0,0.0,2018-03-31 13:36:17+00:00
FoxNews,"Cancer experts say coffee is safe, despite California's new warning label requirement https://t.co/vyDXsUV9RA",0.255,0.228,0.517,-0.119,2018-03-31 13:39:28+00:00
FoxNews,Pilot kisses ground after emergency landing in Florida https://t.co/YvYHKYRUio https://t.co/uYQXa9sETi,0.237,0.187,0.576,0.1779,2018-03-31 13:41:42+00:00
FoxNews,"Sheriff Mark Dannels: ""We need to have a secure border in this country."" https://t.co/ygwTEkV453",0.167,0.0,0.833,0.34,2018-03-31 13:51:28+00:00
nytimes,"Notre Dame defeated UConn, the juggernaut of women’s basketball, in a Final Four overtime thriller. Next up: Missis… https://t.co/4Od7gVsNcb",0.068,0.151,0.78,-0.4019,2018-03-31 14:00:09+00:00
nytimes,"Notre Dame defeated UConn, the juggernaut of women’s basketball, in a Final Four overtime thriller. Next up: Missis… https://t.co/4Od7gVsNcb",0.068,0.151,0.78,-0.4019,2018-03-31 14:00:09+00:00
CNN,"Dr. Bennet Omalu, a pioneering pathologist credited with discovering CTE, spoke Friday about the findings of his th… https://t.co/MIqPiRqDbM",0.128,0.0,0.872,0.3612,2018-03-31 14:01:06+00:00
CNN,"Dr. Bennet Omalu, a pioneering pathologist credited with discovering CTE, spoke Friday about the findings of his th… https://t.co/MIqPiRqDbM",0.128,0.0,0.872,0.3612,2018-03-31 14:01:06+00:00
FoxNews,Dennis Rodman: I hope Kim Jong Un wears a 'Make America Great Again' hat after meeting Trump https://t.co/HeqJq2l6Nn,0.333,0.0,0.667,0.7906,2018-03-31 14:10:48+00:00
nytimes,Do you know anyone in these civil rights photos? We’re hoping you might be able to help us identify these people.… https://t.co/Mdr5O0em2P,0.216,0.0,0.784,0.6705,2018-03-31 14:15:08+00:00
nytimes,Do you know anyone in these civil rights photos? We’re hoping you might be able to help us identify these people.… https://t.co/Mdr5O0em2P,0.216,0.0,0.784,0.6705,2018-03-31 14:15:08+00:00
FoxNews,Sacramento nurse placed on leave after post saying Stephon Clark 'deserved it' https://t.co/Vpbzakm40r,0.0,0.091,0.909,-0.0516,2018-03-31 14:22:43+00:00
nytimes,"RT @karenyourish: Like a game of musical chairs, every week of the Trump administration seems to leave someone without a seat at the presid…",0.105,0.051,0.844,0.3182,2018-03-31 14:25:04+00:00
nytimes,"RT @karenyourish: Like a game of musical chairs, every week of the Trump administration seems to leave someone without a seat at the presid…",0.105,0.051,0.844,0.3182,2018-03-31 14:25:04+00:00
FoxNews,".@RepDaveBrat: ""The new appointment isn't sufficient. He reports to Rosenstein and Rosenstein is in the middle of t… https://t.co/OVf047VTg8",0.0,0.0,1.0,0.0,2018-03-31 14:26:39+00:00
CNN,The UN calls for an inquiry after Gaza's most violent day in 4 years https://t.co/tp4asuFMrj https://t.co/90uWE3qBUv,0.0,0.23,0.77,-0.6361,2018-03-31 14:30:13+00:00
CNN,The UN calls for an inquiry after Gaza's most violent day in 4 years https://t.co/tp4asuFMrj https://t.co/90uWE3qBUv,0.0,0.23,0.77,-0.6361,2018-03-31 14:30:13+00:00
FoxNews,Trump rips California governor for pardoning ex-cons facing deportation https://t.co/ylWu7LJnfa,0.231,0.0,0.769,0.4019,2018-03-31 14:30:40+00:00
nytimes,"EPA Chief Scott Pruitt, whose travel expenses have already drawn the attention of the House Oversight Committee, re… https://t.co/oRWZj2YRZy",0.0,0.0,1.0,0.0,2018-03-31 14:35:02+00:00
nytimes,"EPA Chief Scott Pruitt, whose travel expenses have already drawn the attention of the House Oversight Committee, re… https://t.co/oRWZj2YRZy",0.0,0.0,1.0,0.0,2018-03-31 14:35:02+00:00
FoxNews,".@KatTimpf: ""It's very offensive to suggest that these millions of American women who voted for Trump only did so b… https://t.co/vKknqoDyaO",0.0,0.141,0.859,-0.5095,2018-03-31 14:35:48+00:00
FoxNews,".@NelsonforOC: ""It's unconstitutional to prevent law enforcement officers from appropriately communicating with the… https://t.co/TKY1CDEKka",0.078,0.0,0.922,0.0258,2018-03-31 14:40:30+00:00
FoxNews,".@SimonettiLauren: ""There's the whole interior of the country that might not see things as liberal New York and Cal… https://t.co/2hh95XZEHk",0.0,0.0,1.0,0.0,2018-03-31 14:41:18+00:00
nytimes,"RT @nytgraphics: Here's how Trump's top staff turnover compares to recent presidents. 
https://t.co/UWbco5N5Uo https://t.co/rKGYPfe56r",0.122,0.0,0.878,0.2023,2018-03-31 14:45:07+00:00
nytimes,"RT @nytgraphics: Here's how Trump's top staff turnover compares to recent presidents. 
https://t.co/UWbco5N5Uo https://t.co/rKGYPfe56r",0.122,0.0,0.878,0.2023,2018-03-31 14:45:07+00:00
CNN,Malala Yousafzai returns to hometown in Pakistan https://t.co/HNwLQvhO8Q https://t.co/5LxTbSobJh,0.0,0.0,1.0,0.0,2018-03-31 14:45:09+00:00
CNN,Malala Yousafzai returns to hometown in Pakistan https://t.co/HNwLQvhO8Q https://t.co/5LxTbSobJh,0.0,0.0,1.0,0.0,2018-03-31 14:45:09+00:00
FoxNews,Fox News Poll: Vote for Congress in your district. https://t.co/gUwpB1XvA6,0.0,0.0,1.0,0.0,2018-03-31 14:47:29+00:00
FoxNews,".@RepJohnYarmuth: ""We're perfectly in favor of giving middle income Americans a break, and we're all supportive of… https://t.co/vhggRComjt",0.469,0.0,0.531,0.8885,2018-03-31 14:51:53+00:00
nytimes,The week's most notable new music https://t.co/ZVgG5tgSdj,0.0,0.0,1.0,0.0,2018-03-31 15:00:05+00:00
nytimes,The week's most notable new music https://t.co/ZVgG5tgSdj,0.0,0.0,1.0,0.0,2018-03-31 15:00:05+00:00
CNN,UK told to pull more diplomatic staff from Russia https://t.co/MEmRVCZlnD https://t.co/pChK7Vt4td,0.0,0.0,1.0,0.0,2018-03-31 15:00:07+00:00
CNN,UK told to pull more diplomatic staff from Russia https://t.co/MEmRVCZlnD https://t.co/pChK7Vt4td,0.0,0.0,1.0,0.0,2018-03-31 15:00:07+00:00
FoxNews,".@dbongino: ""You don't send [your children] to school for propaganda. You send them to school for learning. This wh… https://t.co/asbw7i3ENc",0.0,0.095,0.905,-0.25,2018-03-31 15:03:25+00:00
CNN,"It took Baton Rouge police Officer Salamoni Blane less than 90 seconds to shoot Alton Sterling, but police took nea… https://t.co/O4m1DNVgLC",0.0,0.078,0.922,-0.1779,2018-03-31 15:14:07+00:00
CNN,"It took Baton Rouge police Officer Salamoni Blane less than 90 seconds to shoot Alton Sterling, but police took nea… https://t.co/O4m1DNVgLC",0.0,0.078,0.922,-0.1779,2018-03-31 15:14:07+00:00
FoxNews,"Stacey Dash drops congressional seat bid, slams 'Plantation Politics' https://t.co/pqmoaoErol",0.0,0.0,1.0,0.0,2018-03-31 15:14:37+00:00
nytimes,"Less than 5 weeks after declaring her candidacy for Congress, Stacey Dash is withdrawing from the race to represent… https://t.co/SjSx6fi6xA",0.0,0.0,1.0,0.0,2018-03-31 15:15:04+00:00
nytimes,"Less than 5 weeks after declaring her candidacy for Congress, Stacey Dash is withdrawing from the race to represent… https://t.co/SjSx6fi6xA",0.0,0.0,1.0,0.0,2018-03-31 15:15:04+00:00
FoxNews,.@THEHermanCain: @washingtonpost Admits President @realDonaldTrump's Economic Policies Are Working; Not Telling Ful… https://t.co/DdHbE7k3Pu,0.155,0.0,0.845,0.296,2018-03-31 15:23:34+00:00
FoxNews,'America's Never Been Great': Student Records Teacher Saying @realDonaldTrump 'MAGA' Slogan Trying to Bring Back Se… https://t.co/wiMi9XhKIs,0.0,0.0,1.0,0.0,2018-03-31 15:25:00+00:00
CBS,Give it up for @KelseaBallerini! This star is one of the Female Vocalist Of The Year nominees and she's ready to ta… https://t.co/wLyHwkEGs2,0.113,0.0,0.887,0.4199,2018-03-31 15:30:00+00:00
CBS,Give it up for @KelseaBallerini! This star is one of the Female Vocalist Of The Year nominees and she's ready to ta… https://t.co/wLyHwkEGs2,0.113,0.0,0.887,0.4199,2018-03-31 15:30:00+00:00
CNN,Body camera shows officer threatened to shoot Alton Sterling within seconds https://t.co/g0tu4eBFor https://t.co/5hdQQ0rvOX,0.0,0.329,0.671,-0.6597,2018-03-31 15:30:15+00:00
nytimes,"In @NYTOpinion, 

Op-Ed Columnist @FrankBruni talks to Ann Coulter about becoming a Trump critic, after being one o… https://t.co/DVjzvcb4Tg",0.0,0.11,0.89,-0.2732,2018-03-31 15:30:15+00:00
CNN,Body camera shows officer threatened to shoot Alton Sterling within seconds https://t.co/g0tu4eBFor https://t.co/5hdQQ0rvOX,0.0,0.329,0.671,-0.6597,2018-03-31 15:30:15+00:00
nytimes,"In @NYTOpinion, 

Op-Ed Columnist @FrankBruni talks to Ann Coulter about becoming a Trump critic, after being one o… https://t.co/DVjzvcb4Tg",0.0,0.11,0.89,-0.2732,2018-03-31 15:30:15+00:00
FoxNews,"CA @JerryBrownGov pardons five criminal illegal aliens; @PeteHegseth, @HuntsmanAbby, and @edhenry discuss.… https://t.co/MbXM3DzSbH",0.115,0.365,0.521,-0.7003,2018-03-31 15:31:43+00:00
FoxNews,Black Bear Wakes from Hibernation in Glacier National Park https://t.co/uhQwtXmuem,0.0,0.0,1.0,0.0,2018-03-31 15:33:17+00:00
FoxNews,Footage shows Texas man pointing gun at officer before being shot to death https://t.co/bLbK9DlfL8,0.0,0.344,0.656,-0.743,2018-03-31 15:35:47+00:00
nytimes,The Compton Cowboys are 10 friends on a mission to combat negative stereotypes about African-Americans and the city… https://t.co/y2duukhKgp,0.128,0.252,0.62,-0.4588,2018-03-31 15:45:06+00:00
nytimes,The Compton Cowboys are 10 friends on a mission to combat negative stereotypes about African-Americans and the city… https://t.co/y2duukhKgp,0.128,0.252,0.62,-0.4588,2018-03-31 15:45:06+00:00
CNN,"""Clueless"" star and former Fox News commentator Stacey Dash is withdrawing her congressional bid. The actress and o… https://t.co/UOyZa2qvtf",0.0,0.0,1.0,0.0,2018-03-31 15:46:54+00:00
CNN,"""Clueless"" star and former Fox News commentator Stacey Dash is withdrawing her congressional bid. The actress and o… https://t.co/UOyZa2qvtf",0.0,0.0,1.0,0.0,2018-03-31 15:46:54+00:00
FoxNews,".@RepGoodlatte: ""We really think this should be an investigation outside of the Department of Justice."" https://t.co/wO8RXpx1a3",0.0,0.0,1.0,0.0,2018-03-31 15:47:23+00:00
FoxNews,Chrissy Teigen 'grew up' with 'Roseanne' but says she will not watch reboot https://t.co/pthlGFnWQH,0.0,0.0,1.0,0.0,2018-03-31 15:56:01+00:00
CNN,How five videos captured the fatal shooting of Alton Sterling https://t.co/7cgTivOcC2 https://t.co/1L7beRBree,0.0,0.241,0.759,-0.5423,2018-03-31 16:00:19+00:00
CNN,How five videos captured the fatal shooting of Alton Sterling https://t.co/7cgTivOcC2 https://t.co/1L7beRBree,0.0,0.241,0.759,-0.5423,2018-03-31 16:00:19+00:00
nytimes,He had a breakdown and later found refuge in a Bronx boatyard. He’d been running from a past most people would envy. https://t.co/BuGYaFbhmK,0.0,0.111,0.889,-0.3321,2018-03-31 16:00:23+00:00
nytimes,He had a breakdown and later found refuge in a Bronx boatyard. He’d been running from a past most people would envy. https://t.co/BuGYaFbhmK,0.0,0.111,0.889,-0.3321,2018-03-31 16:00:23+00:00
FoxNews,".@RobertJohnDavi: ""Hollywood had always had a certain kind of left-wing leaning... For the last 50 years it's gotte… https://t.co/9mr5b8w6MR",0.11,0.0,0.89,0.2732,2018-03-31 16:02:21+00:00
FoxNews,"Andrew Pollack, daughter Meadow killed in Parkland shooting: ""We live in the greatest country in the world. We've g… https://t.co/cTFNtDBjyn",0.157,0.169,0.674,-0.0772,2018-03-31 16:07:00+00:00
FoxNews,An Arizona highway patrolman gave his colleagues a tearful goodbye on his last day on the job after serving for 37… https://t.co/3hcGqSrnkW,0.0,0.0,1.0,0.0,2018-03-31 16:07:53+00:00
FoxNews,An Arizona highway patrolman gave his colleagues a tearful goodbye on his last day on the job after serving for 37… https://t.co/3hcGqSrnkW,0.0,0.0,1.0,0.0,2018-03-31 16:07:53+00:00
BBCWorld,French armed officers spark Italy migrant centre row https://t.co/91H7EAR5qs,0.192,0.0,0.808,0.2263,2018-03-31 16:08:58+00:00
BBCWorld,French armed officers spark Italy migrant centre row https://t.co/91H7EAR5qs,0.192,0.0,0.808,0.2263,2018-03-31 16:08:58+00:00
BBCWorld,Yemen war: Fire damages World Food Programme warehouses https://t.co/uz73fwDYMh,0.0,0.605,0.395,-0.8481,2018-03-31 16:14:12+00:00
BBCWorld,Yemen war: Fire damages World Food Programme warehouses https://t.co/uz73fwDYMh,0.0,0.605,0.395,-0.8481,2018-03-31 16:14:12+00:00
FoxNews,TOMORROW: @FoxNewsSunday has an exclusive interview with @LindseyGrahamSC - Tune in at 2p &amp; 7p ET on Fox News Chann… https://t.co/zirLJQuxFf,0.073,0.0,0.927,0.128,2018-03-31 16:14:18+00:00
FoxNews,TOMORROW: @FoxNewsSunday has an exclusive interview with @LindseyGrahamSC - Tune in at 2p &amp; 7p ET on Fox News Chann… https://t.co/zirLJQuxFf,0.073,0.0,0.927,0.128,2018-03-31 16:14:18+00:00
nytimes,"Commercial bail has grown into a $2 billion industry, and bond agents have become the payday lenders of the crimina… https://t.co/zh9i0J8Re5",0.0,0.0,1.0,0.0,2018-03-31 16:15:04+00:00
nytimes,"Commercial bail has grown into a $2 billion industry, and bond agents have become the payday lenders of the crimina… https://t.co/zh9i0J8Re5",0.0,0.0,1.0,0.0,2018-03-31 16:15:04+00:00
CNN,The now former United Nations undersecretary-general for political affairs warns that many of the leaders of UN mem… https://t.co/91ZJtxfsmh,0.132,0.066,0.802,0.34,2018-03-31 16:15:04+00:00
CNN,The now former United Nations undersecretary-general for political affairs warns that many of the leaders of UN mem… https://t.co/91ZJtxfsmh,0.132,0.066,0.802,0.34,2018-03-31 16:15:04+00:00
FoxNews,".@RobertJohnDavi: ""@therealroseanne always had an every-man appeal, every-woman appeal... A certain essence that sh… https://t.co/5G1ew4rQOD",0.139,0.0,0.861,0.2732,2018-03-31 16:16:01+00:00
FoxNews,".@RobertJohnDavi: ""@therealroseanne always had an every-man appeal, every-woman appeal... A certain essence that sh… https://t.co/5G1ew4rQOD",0.139,0.0,0.861,0.2732,2018-03-31 16:16:01+00:00
BBCWorld,"RT @BBCSteveR: After reading today's Russian papers, I have some good news &amp; some bad news. The good news: this isn't a new cold war. The b…",0.267,0.105,0.628,0.6647,2018-03-31 16:24:29+00:00
BBCWorld,"RT @BBCSteveR: After reading today's Russian papers, I have some good news &amp; some bad news. The good news: this isn't a new cold war. The b…",0.267,0.105,0.628,0.6647,2018-03-31 16:24:29+00:00
FoxNews,".@Mark_Penn: ""America always wants candidates to be gracious. I think you saw Al Gore after an incredibly difficult… https://t.co/QAoAnNpMfT",0.175,0.0,0.825,0.5574,2018-03-31 16:28:05+00:00
FoxNews,".@Mark_Penn: ""America always wants candidates to be gracious. I think you saw Al Gore after an incredibly difficult… https://t.co/QAoAnNpMfT",0.175,0.0,0.825,0.5574,2018-03-31 16:28:05+00:00
nytimes,The Trump administration has said that the teenagers seeking an abortion could either find a sponsor or voluntarily… https://t.co/ByAbyUGhJU,0.0,0.0,1.0,0.0,2018-03-31 16:30:16+00:00
nytimes,The Trump administration has said that the teenagers seeking an abortion could either find a sponsor or voluntarily… https://t.co/ByAbyUGhJU,0.0,0.0,1.0,0.0,2018-03-31 16:30:16+00:00
